Project_ID,Location,Geographic_Region,Budget_Cr,Tower_Count,Substations_Count,Steel_Demand_Tons,Conductor_Demand_Km,Insulator_Demand_Nos,Transformer_Demand_Units,Tower_Type,Substation_Type,Terrain_Difficulty,Tax_Rate,Start_Year,Completion_Year,Line_Length_CKM,Transformation_Capacity_MVA
PROJ-7606,Raipur,Hilly Forests,2669.0,2230,2,78050.0,2676,53520,4,S/C 220 kV,Hybrid,Low,18,2017,2020,892,4407
PROJ-8331,Delhi,Northern Plains,990.0,970,2,29152.259201788835,2346,145500,2,D/C 765 kV,Hybrid,Low,18,2022,2026,391,500
PROJ-4421,Jabalpur,Hilly Forests,1351.0,1039,1,31225.97660892639,2502,155850,3,D/C 765 kV,AIS,Low,18,2016,2018,417,1325
PROJ-4881,Bihar,Northern Plains,1503.0,1405,2,40962.0,2808,101160,4,D/C 400 kV,Hybrid,High,18,2014,2016,468,3066
PROJ-4918,Rajasthan,Desert Plains,1444.0,5847,2,204645.0,5262,121664,4,S/C 220 kV,GIS,High,18,2021,2025,1754,3291
PROJ-4127,Karnataka,Coastal Plains,1740.0,1924,1,57823.65639612548,3852,138528,2,D/C 400 kV,AIS,Low,18,2015,2019,642,3037
PROJ-8445,Gujarat,Desert Plains,2690.469480286639,2382,3,71460.0,2859,49565,4,S/C 220 kV,GIS,Low,12,2010,2014,953,4303
PROJ-9827,Gujarat,Desert Plains,858.0,742,1,22299.97559559517,1776,107590,2,D/C 765 kV,Hybrid,Medium,12,2012,2016,296,500
PROJ-8185,Odisha,Coastal Plains,1395.0,1118,1,39130.0,1341,27369,3,S/C 220 kV,Hybrid,Low,12,2020,2022,447,1327
PROJ-1439,Karnataka,Coastal Plains,1709.0,1212,1,36360.0,2904,157621,3,D/C 765 kV,GIS,Low,12,2014,2016,484,3005
PROJ-4781,Rajasthan,Desert Plains,2690.469480286639,2711,2,85682.0,5412,169231,5,D/C 400 kV,GIS,Medium,18,2010,2012,902,4611
PROJ-1538,Assam,Hilly Forests,1085.0,1060,2,42400.0,1908,137853,2,D/C 765 kV,GIS,High,12,2010,2012,318,500
PROJ-5980,Rajasthan,Desert Plains,1513.0,1212,2,36425.29706450316,2910,163620,1,D/C 765 kV,GIS,Low,12,2016,2019,485,1836
PROJ-4854,Bihar,Northern Plains,1415.0,1393,2,55720.0,2508,213129,4,D/C 765 kV,Hybrid,High,12,2013,2015,418,2932
PROJ-1579,Assam,Hilly Forests,1214.0,4542,1,128372.0,10908,622254,4,D/C 765 kV,Hybrid,Medium,18,2022,2024,1818,3082
PROJ-2198,Jabalpur,Hilly Forests,1911.0,2231,2,67050.19616411431,4452,160632,4,D/C 400 kV,Hybrid,Medium,12,2021,2024,742,3261
PROJ-1281,Raipur,Hilly Forests,2690.469480286639,2022,2,70770.0,2427,48528,3,S/C 220 kV,Hybrid,Low,18,2021,2023,809,4478
PROJ-4403,Gujarat,Desert Plains,1017.0,750,2,22500.0,1800,54000,1,D/C 400 kV,AIS,Low,12,2017,2021,300,500
PROJ-6654,Delhi,Northern Plains,1607.0,1297,2,45395.0,1362,26988,2,S/C 220 kV,GIS,Medium,18,2018,2021,454,1693
PROJ-9942,Rajasthan,Desert Plains,1642.0,1160,2,34800.0,2802,174000,4,D/C 765 kV,Hybrid,Low,12,2017,2021,467,3008
PROJ-5739,Rajasthan,Desert Plains,1106.0,6283,2,219905.0,5655,153808,3,S/C 220 kV,AIS,High,12,2016,2018,1885,2957
PROJ-1675,Karnataka,Coastal Plains,1797.0,1705,1,51150.0,4092,122760,3,D/C 400 kV,AIS,Low,18,2018,2021,682,2914
PROJ-7214,Assam,Hilly Forests,2690.469480286639,2731,3,95585.0,2868,66855,4,S/C 220 kV,Hybrid,Medium,18,2010,2014,956,4462
PROJ-5361,Bihar,Northern Plains,1198.0,1570,2,62800.0,2826,235500,2,D/C 765 kV,AIS,High,18,2019,2023,471,1329
PROJ-7843,Raipur,Hilly Forests,1680.0,1222,2,36660.0,2934,76282,4,D/C 400 kV,GIS,Low,18,2010,2012,489,3107
PROJ-5266,Assam,Hilly Forests,1306.0,4762,1,142860.0,11430,342864,4,D/C 400 kV,Hybrid,Low,18,2011,2014,1905,3070
PROJ-4482,Karnataka,Coastal Plains,2227.0,1943,2,58290.0,3900,125906,3,D/C 400 kV,GIS,Low,12,2013,2015,650,3185
PROJ-8542,Raipur,Hilly Forests,2510.0,2253,3,68772.0,5406,337950,3,D/C 765 kV,Hybrid,Medium,18,2019,2023,901,4603
PROJ-6196,Chhattisgarh,Hilly Forests,1260.0,637,2,18574.0,1506,85995,1,D/C 765 kV,GIS,Medium,18,2018,2020,251,500
PROJ-7369,Raipur,Hilly Forests,1413.0,975,1,29302.528579117643,2340,139425,2,D/C 765 kV,Hybrid,Low,18,2019,2022,390,1768
PROJ-3603,Jabalpur,Hilly Forests,1594.0,1255,2,43925.0,1506,27108,2,S/C 220 kV,GIS,Low,12,2013,2016,502,3112
PROJ-8264,Chhattisgarh,Hilly Forests,1369.0,4635,2,139050.0,5562,96445,4,S/C 220 kV,GIS,Low,18,2017,2019,1854,3108
PROJ-8430,Rajasthan,Desert Plains,2000.0,2037,1,64258.0,4074,146664,4,D/C 400 kV,Hybrid,High,18,2013,2015,679,3254
PROJ-4070,Chhattisgarh,Hilly Forests,2451.0,3620,2,108795.0291860573,2718,79640,4,S/C 220 kV,Hybrid,High,12,2017,2021,906,4651
PROJ-8833,Rajasthan,Desert Plains,955.0,475,2,14275.5908462368,1158,71250,1,D/C 765 kV,AIS,Low,18,2019,2022,193,500
PROJ-8609,Jabalpur,Hilly Forests,1472.0,1112,2,33419.90951792699,2658,150120,2,D/C 765 kV,GIS,Medium,12,2011,2015,443,1479
PROJ-3428,Raipur,Hilly Forests,1316.0,1341,2,42707.0,3228,190422,3,D/C 765 kV,AIS,Medium,18,2016,2018,538,2879
PROJ-1160,Raipur,Hilly Forests,1133.0,4668,1,140040.0,11202,336096,4,D/C 400 kV,AIS,Low,18,2012,2014,1867,3104
PROJ-5356,Delhi,Northern Plains,1855.0,1927,2,57913.81802252277,3852,152233,3,D/C 400 kV,AIS,Medium,12,2013,2017,642,2998
PROJ-2779,Bihar,Northern Plains,1058.0,921,1,27679.619303966512,1842,59681,2,D/C 400 kV,GIS,Low,12,2018,2020,307,500
PROJ-5515,Karnataka,Coastal Plains,1439.0,1567,1,47010.0,2820,235050,2,D/C 765 kV,Hybrid,High,18,2016,2019,470,1480
PROJ-6925,Bihar,Northern Plains,1368.0,1830,2,64050.0,1647,44798,4,S/C 220 kV,AIS,High,12,2013,2017,549,2668
PROJ-5602,Karnataka,Coastal Plains,1254.0,4418,1,154630.0,5301,106032,4,S/C 220 kV,Hybrid,Low,12,2021,2024,1767,2761
PROJ-1546,Delhi,Northern Plains,1858.0,1540,2,46200.0,1848,36960,3,S/C 220 kV,AIS,Low,18,2022,2025,616,3058
PROJ-2927,Karnataka,Coastal Plains,2532.0,2686,2,80580.0,2820,64464,4,S/C 220 kV,Hybrid,Medium,12,2013,2017,940,4482
PROJ-5485,Gujarat,Desert Plains,1023.0,858,1,25740.0,2058,63012,1,D/C 400 kV,Hybrid,Low,18,2015,2018,343,500
PROJ-1005,Karnataka,Coastal Plains,1251.0,1252,1,37560.0,3006,91947,3,D/C 400 kV,AIS,Low,18,2011,2014,501,1489
PROJ-5331,Odisha,Coastal Plains,1667.0,1052,2,31616.676989981293,2520,142020,4,D/C 765 kV,GIS,Low,12,2011,2015,420,2732
PROJ-3369,Rajasthan,Desert Plains,1324.0,5437,1,168063.0,10854,391464,2,D/C 400 kV,Hybrid,High,12,2013,2017,1809,2871
PROJ-5783,Delhi,Northern Plains,1765.0,2140,1,64315.29349673,4260,154080,3,D/C 400 kV,AIS,Medium,18,2022,2026,710,2943
PROJ-3567,Jabalpur,Hilly Forests,2690.469480286639,3143,2,110005.0,2829,67889,4,S/C 220 kV,GIS,High,12,2018,2022,943,4344
PROJ-9355,Karnataka,Coastal Plains,1218.0,710,2,21300.0,1704,44321,1,D/C 400 kV,GIS,Low,12,2022,2025,284,500
PROJ-1708,Chhattisgarh,Hilly Forests,1319.0,1138,2,39830.0,1365,27312,2,S/C 220 kV,Hybrid,Low,12,2022,2025,455,1838
PROJ-9078,Delhi,Northern Plains,1299.0,1574,1,55090.0,1653,37776,3,S/C 220 kV,AIS,Medium,12,2013,2016,551,3041
PROJ-7359,Chhattisgarh,Hilly Forests,2248.0,1406,2,40069.0,3384,189810,3,D/C 765 kV,GIS,Medium,12,2010,2014,564,3049
PROJ-5462,Jabalpur,Hilly Forests,2678.0,2212,3,77420.0,2655,54150,5,S/C 220 kV,Hybrid,Low,12,2012,2014,885,4154
PROJ-7537,Gujarat,Desert Plains,1112.0,619,2,18570.0,1494,90374,1,D/C 765 kV,GIS,Medium,18,2022,2025,249,500
PROJ-6964,Chhattisgarh,Hilly Forests,1295.0,1074,2,37590.0,1128,26292,3,S/C 220 kV,AIS,Medium,18,2020,2022,376,1415
PROJ-4021,Odisha,Coastal Plains,1130.0,5389,1,157426.0,10770,388008,2,D/C 400 kV,AIS,High,18,2022,2024,1795,2994
PROJ-6985,Gujarat,Desert Plains,1912.0,1599,1,47970.0,3852,233454,3,D/C 765 kV,AIS,Low,12,2013,2015,642,3078
PROJ-3504,Bihar,Northern Plains,2658.0,2617,3,74743.0,5238,163364,4,D/C 400 kV,GIS,Medium,12,2019,2023,873,4524
PROJ-5407,Assam,Hilly Forests,1028.0,1026,1,35910.0,1077,25116,1,S/C 220 kV,Hybrid,Medium,18,2016,2019,359,500
PROJ-8350,Jabalpur,Hilly Forests,1386.0,1289,1,45115.0,1353,31555,3,S/C 220 kV,AIS,Medium,18,2022,2024,451,3140
PROJ-8738,Chhattisgarh,Hilly Forests,1100.0,5720,2,171600.0,11442,411840,4,D/C 400 kV,AIS,High,18,2012,2014,1907,2987
PROJ-1077,Raipur,Hilly Forests,1927.0,2066,2,62091.30671226364,4134,148752,2,D/C 400 kV,Hybrid,Low,12,2020,2023,689,2783
PROJ-1552,Jabalpur,Hilly Forests,2668.0,2902,3,90730.0,5802,208944,4,D/C 400 kV,Hybrid,Medium,18,2017,2019,967,4167
PROJ-5219,Bihar,Northern Plains,1181.0,738,1,21805.0,1482,46069,2,D/C 400 kV,GIS,Medium,12,2019,2022,247,500
PROJ-9421,Odisha,Coastal Plains,1254.0,1197,2,36976.0,2868,179550,1,D/C 765 kV,AIS,Medium,18,2021,2024,478,1782
PROJ-4268,Odisha,Coastal Plains,1330.0,1301,1,39100.09198095595,3114,195150,3,D/C 765 kV,AIS,Low,18,2014,2017,519,3011
PROJ-2164,Gujarat,Desert Plains,2027.0,1399,1,41970.0,3354,209850,4,D/C 765 kV,Hybrid,Medium,18,2012,2014,559,3248
PROJ-2012,Raipur,Hilly Forests,2689.0,2640,2,79342.23122961084,5274,208560,3,D/C 400 kV,Hybrid,Medium,12,2019,2021,879,4474
PROJ-8810,Odisha,Coastal Plains,1271.0,1670,2,50100.0,3006,255510,2,D/C 765 kV,AIS,High,18,2019,2021,501,1627
PROJ-6306,Karnataka,Coastal Plains,1589.0,1627,1,56945.0,1464,35143,3,S/C 220 kV,GIS,High,12,2011,2015,488,2981
PROJ-1835,Assam,Hilly Forests,1402.0,4598,1,137940.0,11034,297950,4,D/C 400 kV,GIS,Low,12,2019,2021,1839,3100
PROJ-8868,Bihar,Northern Plains,2104.0,1415,2,42450.0,1698,29443,3,S/C 220 kV,GIS,Low,12,2018,2022,566,2589
PROJ-8156,Raipur,Hilly Forests,2204.0,2102,3,73570.0,2523,51457,5,S/C 220 kV,AIS,Low,12,2014,2018,841,4337
PROJ-7540,Assam,Hilly Forests,1213.0,741,2,20027.0,1488,48017,1,D/C 400 kV,GIS,High,12,2015,2017,248,500
PROJ-1120,Karnataka,Coastal Plains,1539.0,1470,2,44100.0,2910,95256,2,D/C 400 kV,GIS,Medium,12,2012,2016,485,1314
PROJ-8281,Bihar,Northern Plains,1451.0,1343,1,40362.354750517945,3216,201450,4,D/C 765 kV,AIS,Low,12,2011,2013,536,3134
PROJ-5970,Bihar,Northern Plains,1991.0,2030,1,60900.0,4074,146160,3,D/C 400 kV,Hybrid,Low,12,2020,2022,679,2713
PROJ-9161,Rajasthan,Desert Plains,2690.469480286639,2082,3,72870.0,2499,43322,5,S/C 220 kV,GIS,Low,12,2020,2024,833,4676
PROJ-1149,Gujarat,Desert Plains,1215.0,844,1,27347.0,1704,54691,1,D/C 400 kV,GIS,Low,12,2012,2015,284,500
PROJ-2320,Raipur,Hilly Forests,1432.0,1550,1,62000.0,2790,209250,2,D/C 765 kV,GIS,High,18,2016,2019,465,1496
PROJ-3219,Odisha,Coastal Plains,1574.0,1011,2,30330.0,2424,136485,2,D/C 765 kV,GIS,Medium,18,2015,2019,404,3069
PROJ-2181,Delhi,Northern Plains,1228.0,4501,2,135030.0,10794,621138,2,D/C 765 kV,Hybrid,Medium,12,2020,2022,1799,3003
PROJ-2591,Jabalpur,Hilly Forests,2195.0,1470,1,51450.0,1764,30588,3,S/C 220 kV,GIS,Low,12,2011,2015,588,2846
PROJ-6604,Rajasthan,Desert Plains,2424.0,2138,2,64140.0,5130,153936,5,D/C 400 kV,Hybrid,Low,12,2014,2016,855,4329
PROJ-6292,Bihar,Northern Plains,1009.0,954,2,33390.0,1002,22896,2,S/C 220 kV,AIS,Medium,12,2014,2018,334,500
PROJ-7432,Jabalpur,Hilly Forests,1268.0,1598,1,48026.09299428717,1200,35156,3,S/C 220 kV,AIS,High,18,2015,2018,400,1668
PROJ-8411,Rajasthan,Desert Plains,1536.0,1633,2,65320.0,2940,220455,4,D/C 765 kV,GIS,High,18,2021,2023,490,3218
PROJ-6743,Rajasthan,Desert Plains,2077.0,2100,2,63000.0,3780,321300,2,D/C 765 kV,Hybrid,High,12,2014,2016,630,2687
PROJ-3399,Karnataka,Coastal Plains,2273.0,2503,2,75090.0,5028,187725,3,D/C 400 kV,AIS,Medium,12,2014,2017,838,4542
PROJ-7516,Odisha,Coastal Plains,1061.0,959,2,28770.0,1902,70966,1,D/C 400 kV,Hybrid,High,18,2015,2018,317,500
PROJ-4874,Karnataka,Coastal Plains,1350.0,954,1,28671.39719433665,2298,143100,1,D/C 765 kV,Hybrid,Medium,18,2021,2023,383,1839
PROJ-8138,Chhattisgarh,Hilly Forests,1151.0,5398,2,162230.81976418156,10800,388656,4,D/C 400 kV,AIS,Medium,18,2022,2025,1800,3172
PROJ-1233,Bihar,Northern Plains,2249.0,2390,2,71700.0,4302,310820,3,D/C 765 kV,GIS,High,12,2016,2020,717,2925
PROJ-8347,Odisha,Coastal Plains,2685.0,2699,3,81115.40988209078,5412,174895,5,D/C 400 kV,GIS,Medium,12,2016,2018,902,4912
PROJ-1142,Karnataka,Coastal Plains,851.0,936,1,28217.0,1878,67392,1,D/C 400 kV,AIS,High,12,2022,2024,313,500
PROJ-4904,Gujarat,Desert Plains,1413.0,1276,1,36443.0,2556,99528,1,D/C 400 kV,Hybrid,Medium,18,2012,2014,426,1463
PROJ-9174,Gujarat,Desert Plains,1623.0,1360,1,47600.0,1632,29376,3,S/C 220 kV,GIS,Low,18,2019,2021,544,3035
PROJ-1998,Odisha,Coastal Plains,1153.0,5347,2,164728.0,10692,384984,2,D/C 400 kV,AIS,High,12,2021,2024,1782,2851
PROJ-7309,Raipur,Hilly Forests,1772.0,2198,1,66058.41827374419,4398,162652,2,D/C 400 kV,AIS,Low,12,2014,2016,733,3088
PROJ-7172,Rajasthan,Desert Plains,2690.469480286639,2388,2,83580.0,2865,51581,3,S/C 220 kV,GIS,Low,12,2014,2017,955,4573
PROJ-7619,Delhi,Northern Plains,1011.0,980,2,39200.0,1764,149940,1,D/C 765 kV,Hybrid,High,18,2015,2019,294,500
PROJ-7202,Karnataka,Coastal Plains,1370.0,5372,1,161160.0,10740,348106,2,D/C 400 kV,GIS,Medium,18,2019,2023,1790,3147
PROJ-8036,Bihar,Northern Plains,2204.0,2421,1,72630.0,1818,52294,4,S/C 220 kV,GIS,High,18,2010,2012,606,2835
PROJ-3549,Gujarat,Desert Plains,2690.469480286639,2194,3,72104.0,5262,329100,4,D/C 765 kV,Hybrid,Medium,18,2012,2014,877,4367
PROJ-9191,Rajasthan,Desert Plains,1072.0,913,2,27390.0,1644,136950,1,D/C 765 kV,AIS,High,18,2012,2014,274,500
PROJ-5289,Karnataka,Coastal Plains,1475.0,1174,1,35283.249796804215,2814,158490,3,D/C 765 kV,GIS,Medium,18,2019,2021,469,1614
PROJ-7787,Gujarat,Desert Plains,1633.0,1302,1,45570.0,1563,27092,2,S/C 220 kV,GIS,Low,12,2011,2013,521,3028
PROJ-3509,Bihar,Northern Plains,1456.0,4685,2,163975.0,5622,101196,4,S/C 220 kV,GIS,Low,18,2022,2024,1874,3086
PROJ-6273,Chhattisgarh,Hilly Forests,1909.0,1937,1,58214.35677718039,3846,141401,2,D/C 400 kV,AIS,High,12,2017,2020,641,2969
PROJ-1257,Jabalpur,Hilly Forests,2690.469480286639,2012,2,60360.0,2415,43459,5,S/C 220 kV,GIS,Low,12,2013,2015,805,4324
PROJ-1562,Odisha,Coastal Plains,1307.0,1316,1,39480.0,2640,94752,3,D/C 400 kV,Hybrid,Medium,12,2010,2012,440,1444
PROJ-3512,Odisha,Coastal Plains,1391.0,1549,2,46553.45309646485,3096,111528,2,D/C 400 kV,AIS,High,18,2017,2020,516,2859
PROJ-3670,Rajasthan,Desert Plains,1228.0,5812,1,174673.1242070069,11622,418464,4,D/C 400 kV,AIS,High,12,2011,2013,1937,3298
PROJ-8516,Bihar,Northern Plains,2061.0,1652,1,49560.0,3966,121323,4,D/C 400 kV,Hybrid,Low,12,2014,2017,661,2717
PROJ-3796,Bihar,Northern Plains,2634.0,3007,2,90372.00352554538,6024,216504,5,D/C 400 kV,Hybrid,Low,18,2013,2016,1004,4763
PROJ-1544,Gujarat,Desert Plains,993.0,806,1,28210.0,846,19344,1,S/C 220 kV,Hybrid,Medium,18,2022,2024,282,500
PROJ-5242,Assam,Hilly Forests,1415.0,1178,1,41230.0,1413,28837,2,S/C 220 kV,AIS,Low,18,2020,2022,471,2975
PROJ-5443,Odisha,Coastal Plains,1168.0,4755,1,166425.0,5706,114120,2,S/C 220 kV,AIS,Low,12,2019,2022,1902,2925
PROJ-7901,Gujarat,Desert Plains,2116.0,1957,1,58710.0,3906,140904,2,D/C 400 kV,Hybrid,Medium,18,2016,2020,651,2358
PROJ-8814,Rajasthan,Desert Plains,2628.0,2924,3,87877.53186188717,5832,210528,4,D/C 400 kV,Hybrid,Medium,12,2011,2013,972,4437
PROJ-3065,Raipur,Hilly Forests,1194.0,1078,1,32340.0,2160,69854,1,D/C 400 kV,GIS,High,18,2011,2014,360,500
PROJ-7590,Jabalpur,Hilly Forests,1475.0,1423,2,42690.0,1494,34835,1,S/C 220 kV,Hybrid,Medium,18,2014,2016,498,1298
PROJ-3564,Bihar,Northern Plains,1496.0,1386,1,41580.0,2790,99792,2,D/C 400 kV,Hybrid,Low,18,2014,2016,465,3067
PROJ-1623,Delhi,Northern Plains,2690.469480286639,3037,2,91110.0,5466,394962,4,D/C 765 kV,GIS,High,12,2017,2019,911,4627
PROJ-2536,Assam,Hilly Forests,1534.0,1427,2,42810.0,1284,30823,3,S/C 220 kV,GIS,High,12,2013,2017,428,1708
PROJ-9486,Bihar,Northern Plains,1338.0,1400,1,42075.42565206636,2802,102200,3,D/C 400 kV,AIS,Medium,18,2022,2024,467,2993
PROJ-7205,Odisha,Coastal Plains,1298.0,4520,2,147762.0,10848,678000,3,D/C 765 kV,Hybrid,Low,12,2018,2022,1808,2785
PROJ-1764,Bihar,Northern Plains,1974.0,2013,1,60390.0,4026,144936,4,D/C 400 kV,Hybrid,Medium,12,2022,2025,671,3296
PROJ-6267,Assam,Hilly Forests,1232.0,993,2,29843.498337501354,1986,64346,1,D/C 400 kV,GIS,High,18,2022,2024,331,500
PROJ-1030,Bihar,Northern Plains,1569.0,1329,1,39941.60049399728,2664,86119,2,D/C 400 kV,GIS,High,18,2018,2022,444,1933
PROJ-9767,Delhi,Northern Plains,1277.0,4645,1,139350.0,11148,334440,2,D/C 400 kV,AIS,Low,12,2020,2023,1858,3134
PROJ-6009,Raipur,Hilly Forests,2086.0,1709,2,48318.0,4116,256350,4,D/C 765 kV,Hybrid,Low,18,2010,2014,686,3119
PROJ-2250,Karnataka,Coastal Plains,2183.0,3083,3,123320.0,5550,462450,5,D/C 765 kV,AIS,High,18,2019,2021,925,4483
PROJ-5627,Rajasthan,Desert Plains,998.0,652,1,17903.0,1584,97800,1,D/C 765 kV,Hybrid,Medium,12,2016,2020,264,500
PROJ-7463,Odisha,Coastal Plains,1508.0,1667,2,66680.0,3000,225045,1,D/C 765 kV,GIS,High,12,2022,2025,500,1729
PROJ-7938,Delhi,Northern Plains,1371.0,1553,1,46590.0,3108,111816,3,D/C 400 kV,AIS,Low,12,2016,2020,518,2713
PROJ-1452,Odisha,Coastal Plains,1255.0,4472,2,134160.0,10734,321984,4,D/C 400 kV,Hybrid,Low,18,2022,2024,1789,2921
PROJ-2223,Raipur,Hilly Forests,2084.0,1572,1,47160.0,3762,235800,4,D/C 765 kV,Hybrid,Medium,12,2021,2024,627,3119
PROJ-8190,Jabalpur,Hilly Forests,2226.0,2412,3,72489.94762341719,5766,361800,5,D/C 765 kV,AIS,Low,12,2013,2016,961,5070
PROJ-6423,Delhi,Northern Plains,892.0,1042,1,33542.0,2088,75024,1,D/C 400 kV,Hybrid,High,18,2012,2015,348,500
PROJ-8883,Assam,Hilly Forests,1259.0,1242,1,37260.0,2490,96876,1,D/C 400 kV,AIS,Medium,12,2013,2017,415,1555
PROJ-2524,Odisha,Coastal Plains,1604.0,1843,1,64505.0,1659,39809,4,S/C 220 kV,GIS,High,12,2011,2014,553,3034
PROJ-8866,Jabalpur,Hilly Forests,1193.0,4642,1,150250.0,11160,696300,4,D/C 765 kV,Hybrid,Medium,18,2018,2021,1860,2980
PROJ-4652,Bihar,Northern Plains,2042.0,1763,2,58059.0,4230,262687,4,D/C 765 kV,Hybrid,Low,12,2013,2016,705,2656
PROJ-6149,Raipur,Hilly Forests,1091.0,1057,1,31766.9463673101,2124,65982,1,D/C 400 kV,GIS,High,18,2013,2015,354,500
PROJ-6651,Rajasthan,Desert Plains,1204.0,1130,2,33900.0,2712,82987,1,D/C 400 kV,AIS,Low,18,2016,2018,452,1288
PROJ-4420,Delhi,Northern Plains,1505.0,1573,1,62920.0,2832,204569,3,D/C 765 kV,GIS,High,18,2011,2014,472,3366
PROJ-9681,Raipur,Hilly Forests,1233.0,5967,1,238680.0,10740,895050,4,D/C 765 kV,Hybrid,High,12,2018,2022,1790,2579
PROJ-8151,Bihar,Northern Plains,2207.0,2700,3,94500.0,2835,64800,4,S/C 220 kV,AIS,Medium,18,2018,2022,945,4526
PROJ-3474,Bihar,Northern Plains,971.0,549,1,16470.0,1326,81801,1,D/C 765 kV,AIS,Medium,18,2020,2023,221,500
PROJ-3094,Chhattisgarh,Hilly Forests,1395.0,1049,1,31470.0,2520,155252,3,D/C 765 kV,Hybrid,Low,12,2014,2016,420,1636
PROJ-8051,Gujarat,Desert Plains,1636.0,1491,2,44730.0,2982,96617,4,D/C 400 kV,GIS,Medium,12,2022,2024,497,3233
PROJ-3686,Assam,Hilly Forests,2066.0,1785,2,53550.0,2142,38556,2,S/C 220 kV,GIS,Low,12,2015,2018,714,3001
PROJ-2661,Delhi,Northern Plains,2563.0,2658,3,75991.0,5316,191376,5,D/C 400 kV,Hybrid,Medium,12,2010,2012,886,4871
PROJ-4974,Assam,Hilly Forests,1147.0,942,2,28937.0,1884,61042,2,D/C 400 kV,GIS,Low,18,2018,2020,314,500
PROJ-1144,Odisha,Coastal Plains,1526.0,1254,2,37687.55983406516,2508,78280,2,D/C 400 kV,GIS,Medium,12,2011,2013,418,1458
PROJ-2485,Rajasthan,Desert Plains,1481.0,1035,1,31050.0,2496,155250,3,D/C 765 kV,Hybrid,Medium,18,2010,2013,416,3144
PROJ-7855,Jabalpur,Hilly Forests,2045.0,2458,1,73872.42589484222,4914,176976,4,D/C 400 kV,Hybrid,High,18,2010,2013,819,2812
PROJ-1337,Chhattisgarh,Hilly Forests,2616.0,2148,3,75180.0,2577,51552,4,S/C 220 kV,Hybrid,Low,18,2018,2021,859,4765
PROJ-2699,Bihar,Northern Plains,893.0,742,1,22260.0,1488,53424,2,D/C 400 kV,AIS,High,12,2016,2018,248,500
PROJ-7188,Raipur,Hilly Forests,1235.0,1673,2,58555.0,1506,40955,3,S/C 220 kV,AIS,High,18,2020,2024,502,1205
PROJ-7490,Chhattisgarh,Hilly Forests,1591.0,1710,1,68400.0,3078,230850,2,D/C 765 kV,GIS,High,18,2012,2014,513,3400
PROJ-3883,Rajasthan,Desert Plains,2164.0,2049,1,71715.0,2151,42636,2,S/C 220 kV,GIS,Medium,12,2012,2014,717,2634
PROJ-4092,Assam,Hilly Forests,2690.469480286639,2882,3,86615.26909232518,5760,186754,3,D/C 400 kV,GIS,Medium,12,2017,2021,960,4542
PROJ-6709,Bihar,Northern Plains,1078.0,1010,1,27292.0,762,24240,1,S/C 220 kV,Hybrid,High,12,2014,2016,254,500
PROJ-9872,Odisha,Coastal Plains,1475.0,1218,1,36540.0,1461,29232,1,S/C 220 kV,Hybrid,Low,18,2020,2022,487,1533
PROJ-6402,Chhattisgarh,Hilly Forests,1368.0,1299,2,38970.0,3114,192252,4,D/C 765 kV,AIS,Low,12,2021,2023,519,2844
PROJ-3573,Raipur,Hilly Forests,1410.0,5760,2,173110.32268278731,11526,414720,4,D/C 400 kV,Hybrid,Medium,18,2016,2020,1921,2897
PROJ-6176,Jabalpur,Hilly Forests,2082.0,1940,1,67900.0,1746,46560,2,S/C 220 kV,Hybrid,High,18,2017,2020,582,3256
PROJ-4984,Gujarat,Desert Plains,2690.0,2985,2,80717.0,5970,214920,3,D/C 400 kV,Hybrid,Medium,18,2018,2022,995,4508
PROJ-5601,Jabalpur,Hilly Forests,1209.0,750,1,26250.0,900,16200,2,S/C 220 kV,GIS,Low,18,2013,2015,300,500
PROJ-9973,Chhattisgarh,Hilly Forests,1362.0,2239,1,67290.62716784042,1683,55975,4,S/C 220 kV,AIS,High,18,2013,2016,561,2920
PROJ-6619,Raipur,Hilly Forests,2014.0,1636,2,49168.14026198612,3942,245400,4,D/C 765 kV,Hybrid,Low,12,2016,2020,657,2828
PROJ-3156,Chhattisgarh,Hilly Forests,2298.0,2408,3,72369.73212155413,5778,339528,4,D/C 765 kV,AIS,Medium,12,2013,2015,963,4578
PROJ-8162,Bihar,Northern Plains,1008.0,1179,1,38108.0,885,25938,1,S/C 220 kV,Hybrid,High,12,2017,2020,295,500
PROJ-6534,Rajasthan,Desert Plains,1307.0,1431,1,44778.0,2880,110187,3,D/C 400 kV,AIS,Medium,18,2022,2026,480,1315
PROJ-4416,Raipur,Hilly Forests,1568.0,1471,1,44368.0,2946,95321,4,D/C 400 kV,GIS,High,12,2012,2015,491,2852
PROJ-8483,Raipur,Hilly Forests,2154.0,1892,2,56861.93238122111,3786,122602,3,D/C 400 kV,GIS,Medium,12,2012,2014,631,2864
PROJ-8501,Assam,Hilly Forests,2386.0,2031,3,60930.0,4866,300588,3,D/C 765 kV,AIS,Medium,18,2015,2017,811,4459
PROJ-1957,Gujarat,Desert Plains,1110.0,1216,2,36480.0,915,26266,1,S/C 220 kV,GIS,High,18,2018,2022,305,500
PROJ-2431,Jabalpur,Hilly Forests,1595.0,1183,2,38858.0,2364,76658,2,D/C 400 kV,GIS,Medium,12,2013,2015,394,1482
